leaf1	leaf2	leaf3
AT1G47650	0.00392593	0.00357638	0
AT1G47655	3.18756	3.94758	3.35064
AT1G47660	0.0493436	0	0
AT1G47670	9.45319	10.6758	8.91457
AT1G47680	0	0	0
AT1G47690	0	0	0
AT1G47700	0	0	0
AT1G47705	0	0	0
AT1G47710	20.1454	21.579	20.4006
AT1G47720	3.87803	4.02696	4.38146
AT1G47730	0	0	0
AT1G47740	30.2963	31.085	30.59
AT1G47750	9.2507	9.568	9.92957
AT1G47760	0.927127	1.28698	1.39393
AT1G47765	0	0	0
AT1G47770	0	0	0
AT1G47780	0	0	0
AT1G47783	0	0.0678968	0
AT1G47786	0	0	0
AT1G47790	0	0	0
AT1G47800	0	0	0
AT1G47810	0	0	0
AT1G47813	0	0	0.693604
AT1G47816	0	0	0
AT1G47820	12.7597	16.1403	17.9487
AT1G47830	34.2241	37.7225	39.6224
AT1G47840	1.77647	1.62793	1.30416
AT1G47860	0.756462	0.72023	0.585868
AT1G47870	4.20361	4.47247	4.70312
AT1G47880	0.017081	0.0311203	0
AT1G47885	0	0	0
AT1G47890	0.0481985	0.0536642	0.015852
AT1G47900	5.82991	6.36015	5.45911
AT1G47910	0	0	0
AT1G47915	0	0	0
AT1G47920	0	0.0448249	0.0485503
AT1G47930	0.256958	0.18392	0.108657
AT1G47940	0	0	0
AT1G47946	0	0	0
AT1G47950	0.00489088	0.00445536	0.00483311
AT1G47960	6.00815	7.2027	6.51056
AT1G47970	37.2917	43.0576	43.3696
AT1G47980	0	0	0
AT1G47990	0.302596	0.294031	0.199042
AT1G48000	1.18485	1.95882	1.21235
AT1G48010	0	0	0
AT1G48020	0.0278187	0.0253418	0.0274479
AT1G48030	141.119	155.083	160.029
AT1G48040	3.34624	3.74872	3.70767
AT1G48050	5.37804	6.3548	6.39391
AT1G48060	0.0716088	0.0815412	0.123645
AT1G48070	0	0	0
AT1G48080	0	0	0
AT1G48090	10.8422	11.9414	9.40407
AT1G48095	0	0	0
AT1G48100	3.28974	4.31614	4.14491
AT1G48110	15.1976	16.9686	16.1886
AT1G48120	2.83805	3.21405	3.07333
AT1G48130	0	0	0
AT1G48140	15.5973	15.4075	17.5671
AT1G48145	0	0	0
AT1G48150	0	0	0
AT1G48160	19.3037	20.8916	21.8681
AT1G48170	13.1311	13.7979	12.6486
AT1G48175	7.48995	8.35519	8.23091
AT1G48180	0.110071	0	0.027151
AT1G48190	0	0	0
AT1G48195	0	0	0.0625539
AT1G48200	9.10886	9.76362	9.39108
AT1G48210	16.4971	17.5215	12.0378
AT1G48220	0.0159231	0	0
AT1G48230	23.5287	24.5368	23.8756
AT1G48240	25.3476	27.2078	30.7246
AT1G48250	0	0	0
AT1G48260	7.55266	9.20014	8.98337
AT1G48267	0	0	0
AT1G48268	0	0	0
AT1G48270	4.28276	4.43345	4.2857
AT1G48280	3.06255	3.18956	3.29013
AT1G48290	0	0	0
AT1G48300	169.165	176.131	201.614
AT1G48310	2.75683	3.15753	2.64072
AT1G48315	1.52706	1.39109	1.54216
AT1G48320	11.8476	11.3392	10.9005
AT1G48325	0	0	0
AT1G48330	23.9214	27.3006	32.0888
AT1G48340	0	0	0
AT1G48350	435.25	460.62	464.874
AT1G48360	3.17966	3.66526	3.44137
AT1G48370	3.40088	3.54343	3.27166
AT1G48380	6.99751	7.81387	7.71651
AT1G48390	0.635634	1.10421	0.685502
AT1G48400	0.0916391	0.22957	0.180835
AT1G48405	0.0668821	0.121854	0.0439937
AT1G48410	61.7585	66.8925	57.5838
AT1G48420	52.1627	53.2585	55.8015
AT1G48422	0	0	0
AT1G48430	17.8584	16.7805	16.6827
AT1G48440	91.5111	91.0507	94.4071
AT1G48450	77.5812	89.6102	91.5751
AT1G48460	7.77527	10.0747	9.90112
AT1G48470	0.236418	0.266043	0.233267
AT1G48480	30.0612	34.089	30.9177
AT1G48490	9.40673	10.0809	8.65791
AT1G48500	0.417059	0.582289	0.440078
AT1G48510	0	0.0344877	0.0183073
AT1G48520	25.7355	31.4666	31.0213
AT1G48530	0.067374	0.0613752	0.132952
AT1G48540	14.8484	15.8494	16.0239
AT1G48550	8.57831	8.86183	8.70941
AT1G48560	1.13325	1.11493	1.08833
AT1G48570	9.86916	11.5449	10.3537
AT1G48580	0.636226	0.815703	0.581246
AT1G48590	0.12811	0.0466751	0.0505542
AT1G48598	1.86423	0.00906229	2.89087
AT1G48600	75.6182	105.278	90.3775
AT1G48605	2.31741	1.95114	1.76686
AT1G48610	12.1767	14.2542	13.5391
AT1G48620	38.4309	39.009	33.9438
AT1G48625	0	0	0
AT1G48630	73.3107	86.2713	71.926
AT1G48635	10.5559	11.7302	11.4492
AT1G48640	0	0.0603215	0.0522678
AT1G48650	10.9366	13.3433	11.3082
AT1G48660	0.0807355	0.174674	0.0896169
AT1G48670	0.0334609	0.0508027	0.0220099
AT1G48680	0	0	0
AT1G48690	0.0584042	0.0798061	0.0288129
AT1G48698	0	0	0
AT1G48700	0	0	0
AT1G48710	0.107074	0.0975404	0.0860826
AT1G48720	0.170594	0.155405	0.16832
AT1G48730	0.0832427	0	0
AT1G48740	0.244185	0.250065	0.126983
AT1G48742	0	0	0
AT1G48745	5.39035	6.15121	7.69182
AT1G48750	20.6565	21.3928	17.7717
AT1G48760	6.39808	7.10036	6.7242
AT1G48770	8.26098	7.90382	8.46962
AT1G48780	2.5966	2.69605	3.22315
AT1G48790	23.3698	24.859	23.7697
AT1G48800	0	0	0
AT1G48810	0	0	0
AT1G48820	0.134393	0.30136	0.428407
AT1G48830	115.413	130.443	127.157
AT1G48840	6.48776	6.57361	6.04196
AT1G48850	33.8903	39.6869	34.6357
AT1G48860	27.4117	29.1982	26.9519
AT1G48870	0.718315	0.848897	0.957757
AT1G48880	2.09898	2.28857	2.27488
AT1G48890	0.0144192	0	0.014227
AT1G48900	26.7326	29.8469	26.4233
AT1G48910	0	0	0
AT1G48912	0	0	0
AT1G48920	141.704	167.538	145.003
AT1G48930	0.00808725	0	0.00797946
AT1G48940	0.0470032	0.0428182	0.13913
AT1G48950	8.52797	9.63464	9.50132
AT1G48953	0	0	0
AT1G48960	7.27897	6.66909	7.82357
AT1G48970	5.69832	6.6554	6.59431
AT1G48980	0	0	0
AT1G48990	0	0	0
AT1G49000	3.98692	4.33039	2.11819
AT1G49005	0.163806	0.111916	0.161623
AT1G49010	11.5008	14.2467	14.7185
AT1G49015	0	0	0
AT1G49020	0	0	0
AT1G49030	0.0699462	0	0
AT1G49032	75.7858	70.169	69.9615
AT1G49040	14.2998	15.7304	13.8545
AT1G49050	9.20495	8.38537	8.22873
AT1G49060	0	0	0
AT1G49070	0	0	0
AT1G49080	0	0	0
AT1G49090	0	0	0
AT1G49100	0	0	0
AT1G49110	0	0	0
AT1G49120	0	0.0356241	0
AT1G49130	14.2424	17.1011	19.3383
AT1G49140	125.994	124.176	138.834
AT1G49150	0.385192	0.292413	0.190029
AT1G49160	1.54169	2.06868	2.12639
AT1G49170	8.24627	8.47663	7.69313
AT1G49180	4.82244	5.41306	5.79764
AT1G49190	0	0	0
AT1G49200	7.27097	7.30682	6.72183
AT1G49210	3.45727	3.0243	2.80124
AT1G49220	0.355171	0.398212	0.16174
AT1G49230	7.0912	8.65531	7.45398
AT1G49240	241.472	202.924	198.307
AT1G49245	12.9575	12.6305	12.8842
AT1G49250	0	0.00788065	0.0085356
AT1G49260	0	0	0
AT1G49270	0	0	0
AT1G49280	0	0	0
AT1G49290	0	0	0
AT1G49300	63.3547	59.4245	64.012
AT1G49310	3.67852	4.76872	5.44423
AT1G49320	5.54254	6.69771	6.10641
AT1G49330	0.0194039	0.0707049	0.0382905
AT1G49340	12.6906	14.0914	12.8607
AT1G49350	4.21936	4.70273	4.41362
AT1G49360	5.30912	6.19793	4.72113
AT1G49370	0.0626315	0.159754	0.135953
AT1G49380	23.3746	28.2405	30.6528
AT1G49390	0.0485798	0.10326	0.0479323
AT1G49400	15.4415	18.1519	16.4794
AT1G49405	0.305574	0.33404	0.603003
AT1G49410	65.9215	74.2549	72.8377
AT1G49420	0	0	0
AT1G49430	21.9513	27.8773	23.4654
AT1G49435	0	0	0
AT1G49440	0	0.00745805	0
AT1G49450	1.61302	1.80021	1.89983
AT1G49460	0	0	0
AT1G49470	6.66846	8.20909	6.36943
AT1G49475	0.813007	0.940786	0.845531
AT1G49480	24.2286	27.5391	27.6368
AT1G49490	1.82437	1.95381	1.94199
AT1G49500	189.86	150.779	211.734
AT1G49510	28.7035	33.7944	33.2033
AT1G49520	2.3419	2.20738	2.92509
AT1G49530	0.972515	0.899148	1.13141
AT1G49540	4.71799	5.55125	4.78483
AT1G49550	0	0	0
AT1G49560	5.92847	8.52072	8.41781
AT1G49570	0.0407556	0	0.0134041
AT1G49580	10.9629	13.1859	12.5945
AT1G49590	14.584	15.7138	17.1554
AT1G49600	45.3326	50.7669	46.1646
AT1G49610	0.124876	0.162511	0.21122
AT1G49620	1.39556	1.87097	2.23431
AT1G49630	6.95681	9.2924	8.05697
AT1G49640	0	0.0141511	0.0459815
AT1G49650	12.7594	14.6684	13.0513
AT1G49660	20.2581	20.166	20.915
AT1G49670	20.3484	22.4558	21.3249
AT1G49680	0	0	0
AT1G49690	0	0	0
AT1G49700	0.65347	0.311606	0.385747
AT1G49710	8.99967	9.93412	9.97919
AT1G49715	0	0	0
AT1G49720	20.912	23.3041	21.6711
AT1G49730	20.6338	22.8729	24.9625
AT1G49740	7.06015	9.68133	9.70271
AT1G49750	100.563	95.3335	98.16
AT1G49760	50.7528	59.1765	52.4801
AT1G49770	0	0	0
AT1G49780	18.3362	14.8335	15.3661
AT1G49790	1.02128	1.12507	0.913929
AT1G49800	0.250411	0.342172	0
AT1G49810	0	0.0131977	0
AT1G49820	15.1242	16.5229	17.7199
AT1G49830	0.842233	0.869542	0.581705
AT1G49832	1.49017	1.52717	1.28652
AT1G49840	8.65241	9.60173	9.05752
AT1G49850	11.0061	11.6844	12.5391
AT1G49860	0.629728	0.466098	0.504835
AT1G49870	1.05829	1.26303	1.17025
AT1G49880	5.88771	5.94902	7.83866
AT1G49890	9.54767	9.31628	9.21422
AT1G49900	0.0556221	0.106406	0.0987853
AT1G49910	1.5947	1.6857	1.54376
AT1G49920	0.175662	0.230431	0.214918
AT1G49930	0	0	0
AT1G49938	0	0	0
AT1G49940	0.264501	0.360587	0.295773
AT1G49950	21.3688	23.2417	21.1216
AT1G49952	0.187856	0.570434	0.432489
AT1G49960	0.0659771	0.0944471	0.055798
AT1G49970	118.752	132.663	123.317
AT1G49975	77.4304	82.7739	95.0632
AT1G49980	4.90401	5.33771	5.49494
AT1G49990	1.68049	1.96039	1.93245
AT1G50000	4.81899	5.80211	4.72527
AT1G50010	340.053	317.486	307.67
AT1G50020	89.9163	84.8915	87.916
AT1G50030	10.8791	11.9641	10.1677
AT1G50040	2.2605	2.40574	2.69146
AT1G50050	0	0	0.0319274
AT1G50055	5.04211	6.35978	7.48627
AT1G50060	0	0.0340202	0
AT1G50070	0	0	0
AT1G50080	0	0	0
AT1G50090	0	0	0.0168345
AT1G50100	0	0	0
AT1G50110	4.91458	4.64095	4.31636
AT1G50120	11.58	13.1793	12.962
AT1G50130	0	0.0107446	0.0116376
AT1G50140	8.84173	10.3294	10.1317
AT1G50160	0	0	0
AT1G50170	24.0592	25.2542	28.1856
AT1G50180	0.38736	0.464612	0.528705
AT1G50190	0.295946	0.404393	0.355876
AT1G50200	52.0474	60.7957	53.6211
AT1G50210	0	0.0262011	0
AT1G50220	0	0	0
AT1G50240	2.3037	2.78967	2.31218
AT1G50250	96.9319	97.5597	101.436
AT1G50260	3.31814	4.34676	3.99763
AT1G50270	1.24209	1.52476	1.71127
AT1G50280	4.63405	5.12544	5.74538
AT1G50290	9.43308	7.98833	11.589
AT1G50300	9.6225	9.94031	9.60026
AT1G50310	0.113527	0.103419	0.0560068
AT1G50320	174.782	171.881	177.895
AT1G50325	0	0	0
AT1G50330	0	0	0
AT1G50340	0	0	0
AT1G50350	0	0	0
AT1G50360	4.57651	4.69148	4.33198
AT1G50370	30.9293	33.7194	34.2234
AT1G50380	8.17129	11.3753	9.07806
AT1G50390	0.461022	0.359978	0.129965
AT1G50400	0.338265	0.469557	0.429115
AT1G50410	5.93189	6.7424	6.49079
AT1G50420	5.46944	5.93264	5.12845
AT1G50430	51.4524	57.6057	51.8276
AT1G50440	20.7259	19.325	20.9431
AT1G50450	26.1639	33.5416	33.9295
AT1G50460	10.0864	9.79242	10.6951
AT1G50470	0	0	0
AT1G50480	106.28	118.086	100.212
AT1G50490	20.2683	24.6444	22.7185
AT1G50500	13.0741	14.5768	13.4495
AT1G50510	11.4196	12.8758	13.2118
AT1G50520	0.672037	0.70223	0.663079
AT1G50530	0	0	0
AT1G50550	0.0803736	0.0366087	0.0396512
AT1G50560	0.163441	0.211579	0.0594125
AT1G50570	21.8511	24.6344	22.2418
AT1G50575	11.3264	13.968	13.5724
AT1G50580	0	0	0
AT1G50590	3.90217	3.40101	3.18418
AT1G50600	18.8076	23.1671	19.5742
AT1G50603	0	0	0
AT1G50610	0	0	0
AT1G50620	4.93539	5.79433	5.42315
AT1G50630	5.97155	5.9457	5.79376
AT1G50640	31.8441	31.3595	29.9508
AT1G50650	0	0	0
AT1G50659	8.59838	9.4986	9.46267
AT1G50660	9.87187	11.5302	9.80678
AT1G50670	24.2073	26.5453	31.8941
AT1G50680	0	0	0
AT1G50690	0	0	0
AT1G50691	0	0	0
AT1G50700	1.89418	2.41574	2.13709
AT1G50710	10.3328	12.0614	11.6191
AT1G50720	0	0	0
AT1G50730	5.92424	7.1002	6.74839
AT1G50732	58.4596	59.0084	72.6198
AT1G50735	0	0	0
AT1G50740	27.8275	22.8749	21.2626
AT1G50750	0.258369	0.229761	0.267064
AT1G50760	0.245201	0.223369	0.483865
AT1G50770	0.0542091	0.0164608	0.0534866
AT1G50780	0.120086	0.0182324	0.0789905
AT1G50790	0.924326	0.823315	0.912006
AT1G50800	0	0	0
AT1G50810	0.0744587	0.0499793	0.0502664
AT1G50820	0.0664846	0.0100942	0.0109331
AT1G50830	0.148778	0.175062	0.128446
AT1G50840	10.4832	13.8879	12.5897
AT1G50850	0	0	0
AT1G50860	0	0	0
AT1G50870	0	0	0
AT1G50880	0	0	0
AT1G50890	2.44361	2.55447	2.67643
AT1G50900	110.278	109.774	114.485
AT1G50910	36.6613	37.8905	37.1548
AT1G50920	40.4878	49.1178	39.7896
AT1G50930	0	0	0
AT1G50940	12.6686	13.3442	12.3083
AT1G50950	2.48498	3.12146	3.09356
AT1G50954	0	0	0
AT1G50960	0	0.0173455	0.0187871
AT1G50970	2.18712	2.48353	2.99104
AT1G50980	0	0	0
AT1G50990	0	0	0
AT1G51000	0	0	0
AT1G51010	0	0	0
AT1G51020	0	0	0
AT1G51030	0	0.0547959	0.0593499
AT1G51035	1.16523	0	0.383232
AT1G51040	0.0111536	0	0
AT1G51050	0	0	0
AT1G51055	0.496384	0.753645	0.979535
AT1G51060	97.8482	109.213	108.017
AT1G51070	29.179	31.6588	26.73
AT1G51080	8.32259	8.39885	9.11569
AT1G51085	0	0	0
AT1G51090	21.4032	17.6774	16.4731
AT1G51100	16.2865	22.2341	25.1503
AT1G51110	51.7311	56.3503	66.6366
AT1G51120	0	0	0
AT1G51130	2.54489	2.98803	3.13592
AT1G51140	8.2277	11.9549	10.6716
AT1G51150	0	0	0
AT1G51160	52.6613	50.3776	53.1498
AT1G51170	4.39654	5.11697	4.65744
AT1G51172	0	0	0
AT1G51175	0	0	0
AT1G51190	0	0	0
AT1G51200	367.334	319.396	334.767
AT1G51210	0	0	0
AT1G51220	0	0	0
AT1G51230	0	0	0
AT1G51240	0	0	0
AT1G51250	0	0	0
AT1G51260	0	0	0
AT1G51270	2.25685	2.42996	1.95437
AT1G51290	0	0	0
AT1G51300	0	0	0
AT1G51310	9.11249	10.5659	9.88917
AT1G51320	0	0	0
AT1G51330	0.0409515	0	0
AT1G51340	2.08345	2.93727	2.49772
AT1G51350	8.35252	9.11067	8.57193
AT1G51355	1.86319	1.80016	1.89407
AT1G51360	16.9866	13.8035	15.3956
AT1G51370	2.07675	2.38425	2.31986
AT1G51380	0.614221	0.805726	0.909051
AT1G51390	8.81354	9.93598	10.1261
AT1G51400	671.247	574.929	729.329
AT1G51402	1736.34	1460.7	1969.6
AT1G51405	0.790851	0.975359	0.996395
AT1G51410	0.0198582	0	0
AT1G51420	0.053251	0.0121274	0
AT1G51430	15.383	14.7049	19.2534
AT1G51440	2.06758	2.68817	3.79272
AT1G51450	4.24086	4.76582	4.79646
AT1G51460	2.6036	3.10208	2.72855
AT1G51470	0	0.0184968	0.010017
AT1G51480	0	0	0
AT1G51490	0	0	0
AT1G51500	102.929	112.473	122.23
AT1G51510	62.8092	66.6837	63.0678
AT1G51520	1.0954	1.17171	1.25272
AT1G51530	0.0473702	0.0143819	0.0597879
AT1G51538	0.113583	0.147814	0.144088
AT1G51540	7.94969	8.93234	8.37494
AT1G51550	8.94325	9.6214	9.38625
AT1G51560	15.9085	17.2021	18.6546
AT1G51570	54.7946	60.0616	56.6664
AT1G51580	13.4751	12.1557	13.2955
AT1G51590	14.6855	16.6151	16.1064
AT1G51600	11.3673	11.062	10.793
AT1G51610	24.1007	24.2731	25.1088
AT1G51620	0.61585	0.340273	0.317366
AT1G51630	24.0413	25.6216	23.439
AT1G51640	2.35964	2.46717	2.18418
AT1G51645	0.397824	0.298449	0.346342
AT1G51650	149.33	164.722	169.166
AT1G51660	8.31397	9.23385	8.12868
AT1G51670	0.732034	0.648332	0.461455
AT1G51680	43.1592	46.7168	45.3192
AT1G51690	24.9869	28.1502	28.9256
AT1G51700	32.569	29.6538	31.9695
AT1G51710	28.393	33.3005	28.524
AT1G51720	10.7825	12.7581	11.8187
AT1G51730	29.1478	32.0485	33.3088
AT1G51740	8.18445	9.45798	9.03128
AT1G51745	5.87609	6.58303	6.34522
AT1G51750	0	0	0
AT1G51760	18.882	18.0118	20.6731
AT1G51770	0.0143902	0.0262195	0
AT1G51780	0.0115502	0.0105218	0.341888
AT1G51790	0.871362	0.571318	0.383327
AT1G51800	1.67676	1.13648	0.406546
AT1G51802	0	0	0
AT1G51805	51.6684	51.0081	47.5391
AT1G51810	0	0	0
AT1G51820	0.218209	0.0624738	0.0676658
AT1G51823	0	0	0
AT1G51830	0.0326081	0	0
AT1G51840	0	0.0309193	0
AT1G51850	0.578808	0.488421	0.222426
AT1G51860	0.384188	0.231439	0.0672539
AT1G51870	0	0	0
AT1G51880	0	0	0
AT1G51890	1.02346	0.531209	0.267334
AT1G51900	0	0	0
AT1G51910	0.00630404	0	0
AT1G51913	1.45092	0.406686	0.220243
AT1G51915	0.146919	0.133838	0
AT1G51920	3.72608	0.925724	1.00266
AT1G51930	0	0	0
AT1G51940	24.4789	26.1454	27.0415
AT1G51950	20.0798	25.7802	25.476
AT1G51960	0.0901452	0.13139	0.0533662
AT1G51965	3.30066	3.71661	3.20484
AT1G51970	0	0	0
AT1G51980	73.3572	83.2511	71.9595
AT1G51990	0	0	0
AT1G52000	35.3518	53.0181	58.5734
AT1G52010	0	0	0
AT1G52020	0	0.00250015	0
AT1G52030	10.1798	9.85451	11.821
AT1G52040	43.235	50.3941	61.7466
AT1G52050	0.0163144	0	0
AT1G52060	0	0	0
AT1G52070	0	0	0
AT1G52080	1.36766	1.35136	1.59932
AT1G52085	0	0	0
AT1G52087	0	0	0
AT1G52090	0	0	0
AT1G52100	5.78134	6.06814	7.27073
AT1G52110	0.00931602	0	0
AT1G52120	0.022389	0.0305934	0.0110453
AT1G52130	0	0	0
AT1G52140	6.85199	7.40461	8.30722
AT1G52150	10.6711	12.4094	11.2557
AT1G52155	2.53245	2.78758	3.37621
AT1G52160	2.23897	2.91151	2.9174
AT1G52170	0	0	0
AT1G52180	0	0	0
AT1G52185	0	0	0
AT1G52190	144.224	148.1	158.877
AT1G52191	0	0	0
AT1G52200	30.1438	23.0178	14.1493
AT1G52210	0	0	0
AT1G52211	0	0	0
AT1G52220	598.271	565.614	758.081
AT1G52230	2702.78	2570.44	3010.15
AT1G52240	3.4965	3.66229	4.79719
AT1G52260	4.53005	4.52827	4.44191
AT1G52270	5.37335	5.66624	4.04859
AT1G52280	29.6218	32.892	36.5751
AT1G52290	14.7337	15.8684	15.2508
AT1G52300	341.402	385.891	364.237
AT1G52310	10.0037	12.8714	11.48
AT1G52315	0.871079	1.03644	0.92963
AT1G52320	11.2844	12.2478	11.8704
AT1G52325	0	0	0.131669
AT1G52330	0.245843	0.43978	0.272887
AT1G52340	15.1603	16.4696	18.5042
AT1G52342	45.2307	42.0676	47.5341
AT1G52343	0.190896	0.0434748	0.070632
AT1G52347	20.815	20.4229	21.3289
AT1G52350	0	0	0
AT1G52360	23.8333	25.7915	22.1985
AT1G52370	11.5543	12.5773	12.7169
AT1G52380	13.8288	16.2768	15.2445
AT1G52390	1.42011	0.431223	3.26943
AT1G52400	379.283	413.365	486.667
AT1G52410	27.4761	27.0955	30.8417
AT1G52415	0	0	0
AT1G52420	13.1835	14.0479	13.4907
AT1G52430	0.0905978	0.112937	0.0611617
AT1G52440	0	0	0
AT1G52450	0.157354	0.308406	0.164666
AT1G52460	0	0	0
AT1G52470	0	0	0
AT1G52490	0	0	0
AT1G52500	6.04754	6.30882	5.68655
AT1G52510	112.592	102.458	110.174
AT1G52520	2.40498	2.48128	2.64646
AT1G52530	1.01598	1.06366	0.972517
AT1G52540	7.44974	9.71898	9.53949
AT1G52550	12.0967	10.8442	10.9857
AT1G52560	0.335359	0.187997	0.152721
AT1G52565	2.6461	3.30134	3.15003
AT1G52570	0.243107	0.412165	0.339811
AT1G52580	0.149897	0.153619	0.0184874
AT1G52590	12.1209	13.5199	15.866
AT1G52600	26.4737	30.2186	34.1736
AT1G52610	0	0	0
AT1G52615	0.0735813	0.0223391	0.096803
AT1G52618	9.00671	7.02619	8.59208
AT1G52620	1.3195	1.41666	1.32184
AT1G52630	5.16452	5.78465	5.57635
AT1G52640	0.292666	0.496443	0.338553
AT1G52650	0.460222	0.437878	0.494451
AT1G52660	0	0	0
AT1G52670	35.7114	39.5386	41.3737
AT1G52680	0	0	0
AT1G52690	0.381797	1.22891	4.2945
AT1G52695	0	0	0
AT1G52696	0	0	0
AT1G52700	2.26977	2.0476	2.50043
AT1G52710	9.78728	11.2678	11.4594
AT1G52720	27.7804	25.9551	28.3013
AT1G52730	19.8479	21.6346	21.8814
AT1G52740	219.044	192.724	209.9
AT1G52750	4.80377	5.69561	5.54185
AT1G52760	21.7863	23.1106	22.8981
AT1G52770	0.463923	0.440991	0.537346
AT1G52780	8.62898	9.28496	8.23349
AT1G52790	0.0632784	0.0960737	0.0208117
AT1G52800	1.30717	1.3987	1.67872
AT1G52810	0.0462074	0.0210466	0.0227958
AT1G52820	0.500954	0.613713	0.715849
AT1G52825	7.97844	10.8248	12.3385
AT1G52827	38.8514	41.4788	50.1755
AT1G52830	7.43887	7.00092	8.40908
AT1G52840	0	0	0
AT1G52850	0	0	0
AT1G52855	4.75141	3.1148	4.7319
AT1G52857	0	0	0
AT1G52860	0	0	0
AT1G52870	111.226	106.832	117.381
AT1G52880	7.39182	7.21133	7.11665
AT1G52890	4.94739	5.06538	5.78177
AT1G52900	0	0	0
AT1G52905	18.2374	19.5993	18.9332
AT1G52910	6.4994	7.67499	5.93775
AT1G52920	0.439024	0.312449	0.351952
AT1G52930	12.79	14.8023	14.0513
AT1G52940	0	0	0
AT1G52942	0.0964872	0	0.0952012
AT1G52950	0	0.0093228	0.0100976
AT1G52960	0	0	0
AT1G52970	0	0	0
AT1G52980	28.6843	33.889	31.9856
AT1G52990	0.187504	0.113873	0.226117
AT1G53000	20.744	21.2461	21.2067
AT1G53010	0	0.0424264	0
AT1G53020	0	0	0
AT1G53023	0	0	0
AT1G53025	2.19803	2.42266	2.32601
AT1G53030	27.0783	25.7078	27.5626
AT1G53035	7.71897	6.81533	7.99103
AT1G53039	0	0	0
AT1G53040	9.71243	11.6745	10.9975
AT1G53050	13.2877	16.143	15.6051
AT1G53060	3.37762	3.26418	3.53546
AT1G53070	7.52521	8.81142	6.39266
AT1G53080	1.16378	0.973619	1.17171
AT1G53090	6.6163	7.74429	8.33132
AT1G53100	0.860968	1.02389	0.590516
AT1G53110	2.7215	2.61607	3.12178
AT1G53120	15.7908	18.9546	17.6193
AT1G53130	0.0249134	0.0226952	0
AT1G53140	1.98144	2.4562	1.89935
AT1G53160	5.3477	6.65734	7.5119
AT1G53163	0.449139	0.664867	0.553941
AT1G53165	7.64451	8.73198	8.11815
AT1G53170	21.4057	20.6607	18.6482
AT1G53180	4.12553	3.85275	2.8929
AT1G53190	16.323	17.3077	17.1889
AT1G53200	2.63085	2.94407	2.68024
AT1G53210	175.559	169.041	163.715
AT1G53220	0	0	0
AT1G53230	2.74561	2.91801	2.73666
AT1G53233	20.1701	22.5414	18.3503
AT1G53240	162.772	184.906	159.088
AT1G53250	3.668	4.44285	5.16059
AT1G53260	0.15424	0.208826	0.0628277
AT1G53265	0	0	0
AT1G53270	0.0878654	0.302381	0.115592
AT1G53280	23.3755	25.3058	21.7025
AT1G53282	0	0	0
AT1G53285	0	0	0
AT1G53290	12.7929	12.968	11.9107
AT1G53300	18.2735	19.8465	19.7389
AT1G53310	38.9313	43.5062	34.4177
AT1G53320	38.118	37.6894	39.3997
AT1G53325	0	0	0
AT1G53330	0.809655	0.933482	0.686523
AT1G53340	0.374277	0.325455	0.226609
AT1G53345	2.75689	3.05556	2.72014
AT1G53350	2.82242	3.14368	3.36399
AT1G53360	0	0	0
AT1G53366	0	0	0
AT1G53370	0	0	0
AT1G53380	10.4703	13.8596	13.5917
AT1G53390	9.22889	10.1244	9.65697
AT1G53400	37.6166	39.3506	39.2886
AT1G53410	0	0	0
AT1G53420	0	0.00524269	0
AT1G53430	18.0653	17.8776	14.078
AT1G53440	12.54	13.0212	11.2453
AT1G53450	12.6109	14.7011	13.3209
AT1G53460	6.14436	6.43763	7.16769
AT1G53470	0.400975	0.485129	0.543993
AT1G53480	0.163669	0	0
AT1G53490	0.508207	0.435725	0.272838
AT1G53500	26.1679	30.2792	28.1923
AT1G53510	19.6993	21.5908	19.9849
AT1G53520	41.4412	38.4242	39.3329
AT1G53530	7.57942	7.96062	8.30181
AT1G53540	0.104376	0.126777	0.205971
AT1G53541	0	0	0
AT1G53542	44.3007	49.6693	40.3479
AT1G53543	0	1.68198	1.82176
AT1G53550	0	0	0
AT1G53560	54.2873	46.0225	58.4394
AT1G53570	23.3737	24.6363	22.3987
AT1G53580	55.311	57.863	55.3807
AT1G53590	10.4538	9.63765	8.76819
AT1G53600	0.329709	0.414773	0.348552
AT1G53610	0	0	0
AT1G53620	0.106092	0	0.0523388
AT1G53625	2.20384	1.27758	0.840135
AT1G53630	0	0	0
AT1G53633	2.71488	2.07055	1.99345
AT1G53635	0	0.1401	0
AT1G53640	0	0	0
AT1G53645	8.13802	9.29751	8.4643
AT1G53650	6.41371	7.66918	8.58601
AT1G53660	0.0579906	0.0176091	0.0572176
AT1G53670	84.927	77.3482	101.392
AT1G53680	0.426081	0.65686	1.09951
AT1G53683	0	0	0
AT1G53687	0	0	0.459095
AT1G53690	3.32427	3.57888	7.75264
AT1G53700	2.7048	2.54821	1.68792
AT1G53705	0	0	0
AT1G53708	0.0362804	0	0
AT1G53710	7.0595	7.77754	7.69576
AT1G53720	6.51453	7.4404	7.91399
AT1G53730	26.035	28.1688	27.0954
AT1G53750	69.6195	76.9683	69.3595
AT1G53760	7.06843	8.3577	7.67209
AT1G53770	4.83812	6.11771	5.89561
AT1G53780	14.6058	18.0373	18.0971
AT1G53785	13.6837	15.3686	15.9775
AT1G53790	1.00598	1.39317	1.30215
